StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Male,Q3_Browser,Q3_Version,Q3_Operating System,Q3_Resolution,Household_Income,English_as_primary,Primary_Language_Non_English,Other_Language_Spoken,Other_Language_Spoken(non_english_primary),Drink_Frequency,Cab_Preference,Purchase_Frequency,Guess_the_Cost,Comment,Purchase_50,Purchase_35,Purchase_20,Milk_Cost,MTurkCode,Track,US_Origin,French_Purchasing_Page,German_Purchasing_Page,Long_Description
43312.67133,43312.67344,0,72.193.175.4,100,181,1,43312.67344,R_2Tv2Ba8QMzOug55,,,,,36.03120422,-115.0738983,anonymous,EN,1,Chrome,67.0.3396.99,Linux x86_64,1366x768,3,1,,3,,2,2,2,40,The main thing I notice is that the wine score is very high. This alone is enough to make me consider purchasing this wine.,1,1,1,,84936903,English_English_long,1,0,0,1
43312.67208,43312.67367,0,65.34.148.248,100,137,1,43312.67367,R_1OjfN1SAkzn9Xg2,,,,,26.24420166,-80.2059021,anonymous,EN,2,Firefox,61,Windows NT 10.0,1080x1920,4,1,,3,,2,1,2,21,"It has a good rating, but I would like to see the reviews.  Cabs tend to be on the sweet side, and the description on this one describes a wine that could be a bit sweet.  Still, I have a good first impression of the wine, and I like the fact that the bottle isn't all decorated up.  ",0,0,1,,17931809,English_English_long,1,0,0,1
43312.67258,43312.67376,0,173.75.42.77,100,101,1,43312.67377,R_yQ7hJA7iFP2oC2d,,,,,40.46809387,-79.91139984,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,3,1,,3,,4,1,4,18,"I perceive this to be a rather simple and straightforward bottle of wine based on the label. It gets awards and a high evaluation score, but it does not seem to be the most exciting wine.",0,0,1,,86405920,English_French_long,1,1,0,1
43312.67286,43312.67404,0,98.20.183.64,100,101,1,43312.67404,R_2B52BrLnku4MAIw,,,,,29.83230591,-82.58540344,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,5,1,,3,,3,1,3,19,it sounds like along the line of what I would like,0,0,1,,18193564,French_French_short,0,1,0,0
43312.67359,43312.67435,0,68.198.143.35,100,65,1,43312.67435,R_2sTgYWQnW2o7duK,,,,,40.19869995,-74.70700073,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1200,4,1,,3,,3,1,3,15,Good wine since good reviews,0,0,1,,99580090,French_English_long,0,0,0,1
43312.67245,43312.67435,0,47.249.92.253,100,164,1,43312.67435,R_XYx5X4v6848zDAB,,,,,27.98320007,-82.46179962,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,4,1,,3,,3,1,3,20,It looks like it may be a good wine.  I see it has good reviews.,0,1,1,,8855246,English_French_short,1,1,0,0
43312.67296,43312.67441,0,75.87.97.246,100,124,1,43312.67441,R_1M0WtLORqqCDpQ4,,,,,27.67640686,-97.49369812,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1600x900,1,1,,3,,4,1,5,12,"It looks like it would be a dark, strong-flavored wine.",0,0,0,,33446315,French_French_long,0,1,0,1
43312.67253,43312.67458,0,216.68.236.9,100,177,1,43312.67458,R_24cU13OYyDkrM4V,,,,,39.26010132,-84.4890976,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1920x1080,4,1,,3,,3,1,4,65.99,"it seems like a really simple type of wine that any one can purchase, not overly expensive, just kind of middle of the road ",1,1,1,,20719950,English_English_short,1,0,0,0
43312.67203,43312.67469,0,98.230.44.126,100,229,1,43312.67469,R_1QLyyb4MINSx4bU,,,,,30.52520752,-84.33209991,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 6.1,1366x768,2,1,,3,,4,1,4,100,It is an expensive bottle of wine. Should be Excellent!,0,0,1,,6944851,English_German_short,1,0,1,0
43312.6745,43312.67506,0,134.139.34.49,100,47,1,43312.67506,R_3sBRa6XarMnKRcO,,,,,33.77110291,-118.1423035,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1920x1080,6,1,,3,,2,1,3,20,Looks very nice and visually appealing.,1,1,1,,40763995,English_English_short,1,0,0,0
43312.67353,43312.67507,0,24.199.63.22,100,133,1,43312.67507,R_4OwQsNc0qyL41Gx,,,,,34.04780579,-118.2922974,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1920x1080,3,1,,3,,3,1,3,64,I think this wine is very exotic and sophisticated.  I think that the taste would be phenomenal.,1,1,1,,91963402,English_German_short,1,0,1,0
43312.673,43312.67507,0,73.59.58.52,100,178,1,43312.67507,R_u7wAgCCulgJFTvX,,,,,47.54069519,-122.2711945,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,4,1,,3,,3,2,3,18.99,It seems to be a popular wine with good reviews.,0,0,1,,61347791,French_German_short,0,0,1,0
43312.67389,43312.6751,0,70.77.150.50,100,104,1,43312.6751,R_3Hqvk00KKnpHl46,,,,,50.90930176,-114.1027985,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,5,1,,3,,3,1,4,15.99,Middle of the road wine.  92/10 and a US wine.,0,0,1,,9453859,English_English_long,1,0,0,1
43312.67406,43312.67515,0,76.174.155.42,100,93,1,43312.67515,R_2VCotDtXfV1Tjje,,,,,34.1920929,-118.4924011,anonymous,EN,1,Chrome,67.0.3396.99,Macintosh,1440x900,4,1,,3,,2,1,2,16.99,Its a standard bottle of red wine within the 15-20 dollar range ,0,0,1,,91639803,French_English_short,0,0,0,0
43312.67354,43312.6752,0,50.101.151.237,100,143,1,43312.6752,R_31iJ7kDkH7cNlmw,,,,,43.66549683,-79.42040253,anonymous,EN,1,Safari,11.1.1,Macintosh,1280x800,3,1,,3,,2,2,2,42,The only impression is slightly coming from the age.,1,1,1,,47480256,English_German_long,1,0,1,1
43312.67391,43312.67542,0,47.220.211.190,100,129,1,43312.67543,R_12scToNJRWQwzF9,,,,,30.3079071,-95.4315033,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1280x800,2,1,,3,,2,1,2,50,My impression on this wine is that it's for classy people. ,1,1,1,,51530573,English_French_long,1,1,0,1
43312.67416,43312.67544,0,68.42.205.241,100,111,1,43312.67544,R_3lWT7rEQlipLV1D,,,,,42.74229431,-86.06610107,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1280x720,4,1,,3,,3,2,3,35,"It's elite, high society.",0,1,1,,65250797,French_English_long,0,0,0,1
43312.67211,43312.67545,0,76.169.79.231,100,289,1,43312.67545,R_3oATIpyHS4BCK5V,,,,,34.18539429,-118.3908005,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,1,2,spanish ,,1,4,2,4,100,it looks like nice and has different tastes of the wine. ,0,0,0,,45742282,French_German_long,0,0,1,1
43312.67367,43312.67556,0,76.188.232.204,100,162,1,43312.67556,R_O8VwgBQGtrAdDRT,,,,,41.22920227,-80.42440033,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,3,,3,2,3,20,I don't understand the language and therefore can't give my impression without all the facts,0,0,1,,48645810,English_French_short,1,1,0,0
43312.67421,43312.67565,0,107.178.44.152,100,123,1,43312.67565,R_3ErLBkgsf0K3TBY,,,,,37.30419922,-122.0946045,anonymous,EN,1,Chrome,30.0.1599.114,Linux x86_64,320x568,6,1,,3,,4,1,4,10,Looks good,0,0,0,,61484318,French_French_long,0,1,0,1
43312.67272,43312.67573,0,107.138.231.29,100,259,1,43312.67573,R_pyiedrX4X4KTsiJ,,,,,33.30259705,-83.96910095,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,3,1,3,60,"Nicely presented, however, I can not read the label.",1,1,1,,13355872,English_German_long,1,0,1,1
43312.67512,43312.67591,0,68.55.219.37,100,68,1,43312.67593,R_1DUri7zwaggTWYj,,,,,42.72569275,-84.63600159,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1600x900,3,1,,3,,3,2,3,30,This seems like a bland wine to me.,0,0,1,,11495313,English_German_long,1,0,1,1
43312.67527,43312.67593,0,73.156.152.29,100,57,1,43312.67594,R_2zbXdKRLiw3ndVQ,,,,,26.62919617,-81.94319916,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 6.1,1536x864,2,1,,3,,5,,4,12,nice bottle,0,0,0,,29136078,French_French_short,0,1,0,0
43312.67054,43312.67612,0,49.205.149.222,100,481,1,43312.67612,R_wTRNG4849WPNKgx,,,,,10.99249268,76.96139526,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,1,1,,3,,3,2,3,120,Best blend and unique ,1,1,1,,10048971,French_German_long,0,0,1,1
43312.67512,43312.67618,0,98.230.14.215,100,92,1,43312.67619,R_xGgGkSW1KiWRoOJ,,,,,30.45629883,-84.35399628,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,4,1,4,22,probably a decent wine,0,1,1,,55906419,French_French_short,0,1,0,0
43312.67689,43312.67737,0,73.46.6.4,100,41,1,43312.67737,R_3GpThEoeenPNB6s,,,,,26.08520508,-80.17539978,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,2,1,,3,,2,1,2,25,looks pretty good,0,1,1,,27750793,English_French_short,1,1,0,0
43312.67683,43312.67741,0,172.58.224.71,100,49,1,43312.67741,R_1gI5V0LFY2Jy1PU,,,,,40.8690033,-73.90229797,anonymous,EN,2,Chrome,59.0.3071.125,Android 8.0.0,412x846,6,1,,3,,2,1,3,60,well blended ,1,1,1,,43217687,English_French_long,1,1,0,1
43312.67707,43312.67782,0,99.245.9.158,100,65,1,43312.67784,R_2EE2vuJStBjoCHN,,,,,45.46769714,-75.53990173,anonymous,EN,2,Safari,11.0.3,Macintosh,1440x900,6,1,,1,,3,1,3,20,"Looks good, the label is plain",0,0,1,,86633282,English_German_short,1,0,1,0
43312.67671,43312.678,0,209.129.155.253,100,111,1,43312.67801,R_QcrpId9DAHPggq5,,,,,37.62930298,-122.1163025,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1440x900,6,1,,3,,3,1,3,25,"a good wine to have regularly, nothing too fancy. date is still a little young but would be great for dinner.",1,1,1,,19165264,French_English_short,0,0,0,0
43312.67676,43312.67813,0,199.241.148.48,100,118,1,43312.67813,R_2RWlixdQl4fC0xf,,,,,37.32440186,-114.5391006,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1280x720,4,1,,3,,2,1,3,30,It looks like a great wine and I'd love to try it.  ,1,1,1,,91619818,English_French_short,1,1,0,0
43312.67725,43312.67825,0,71.208.96.44,100,87,1,43312.67825,R_3IWC1FnUgCDYfUQ,,,,,26.90550232,-82.03399658,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1280x1024,2,1,,3,,1,1,3,13.99,GOOD,1,1,1,,13842220,French_German_long,0,0,1,1
43312.67493,43312.67888,0,75.132.192.254,100,340,1,43312.67888,R_VWh7PbS5QcCbBAd,,,,,38.69180298,-89.9910965,anonymous,EN,2,Firefox,55,Macintosh,1280x800,4,1,,3,,2,1,2,24.99,I like the mocha and cherry spice aromatics.,0,0,1,,24332204,French_English_long,0,0,0,1
43312.67846,43312.67935,0,173.219.64.125,100,76,1,43312.67935,R_25ZQs8hWoxQ7UBP,,,,,30.13459778,-93.27300262,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1280x1024,4,1,,3,,5,,4,42,It is a fine wine with a rich taste.,1,1,1,,91391248,French_German_short,0,0,1,0
43312.67816,43312.67979,0,66.230.104.204,100,141,1,43312.67979,R_1rwCfUyEwJBfvV3,,,,,61.16369629,-149.9916992,anonymous,EN,2,Chrome,66.0.3359.139,Windows NT 10.0,1235x823,4,1,,3,,4,1,4,60,"I think it looks pretty typical of what I'd see at my local liquor store. Higher end, but hardly 'expensive'. The bottle is classic and classy. ",1,1,1,,50689621,French_French_long,0,1,0,1
43312.6725,43312.67981,0,117.217.214.68,100,631,1,43312.67981,R_322Yaz3hFheo0nP,,,,,8.193893433,77.43139648,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1366x768,5,1,,1,,2,1,2,55,for shinning to the skin and nice feel on the evening time then feeling peaceful and attractive colors,0,0,0,,66107362,French_German_long,0,0,1,1
43312.67962,43312.68031,0,99.203.1.66,100,59,1,43312.68031,R_1i86qgrCSPDidK4,,,,,41.70730591,-83.54299927,anonymous,EN,2,Safari iPhone,11,iPhone,320x568,2,1,,3,,4,1,4,90,"It looks really good, and somewhat fancy. I would definitely try it. ",1,1,1,,25961649,English_English_short,1,0,0,0
43312.67947,43312.68102,0,70.189.167.20,100,133,1,43312.68102,R_bsfkUZDFqb6k385,,,,,36.11129761,-115.2790985,anonymous,EN,1,Firefox,61,Windows NT 10.0,1920x1080,5,1,,3,,3,1,3,49,Sounds good.  92 out of 100 seems like a good score.,0,1,1,,58847859,English_English_long,1,0,0,1
43312.68041,43312.68102,0,12.119.94.114,100,52,1,43312.68102,R_eqWSL9c5pYuzCUN,,,,,25.95840454,-80.14230347,anonymous,EN,1,Chrome,67.0.3396.87,Android 5.1.1,600x1024,1,1,,3,,1,2,1,15,it's okay,0,0,1,,42519594,French_French_long,0,1,0,1
43312.67975,43312.68124,0,199.241.146.239,100,128,1,43312.68124,R_3rS60iPElXTwBUy,,,,,34.04859924,-118.4423981,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,3,1,,3,,2,1,2,79,A premium french wine product with a unique taste for talented people like me. It looks very good and for special occasions ,1,1,1,,11327725,French_German_long,0,0,1,1
43312.67992,43312.68183,0,107.77.234.224,100,164,1,43312.68183,R_3jYBGNCaVaW48d1,,,,,33.74899292,-84.38800049,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,3,,3,1,3,40,The rating is great and was made in the US. I think it would be a great local wine.,1,1,1,,94518686,English_German_long,1,0,1,1
43312.68061,43312.68198,0,117.196.248.184,100,117,1,43312.68198,R_1OHo0ncKN1pgubH,,,,,12.98330688,77.58331299,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1366x768,5,1,,1,,2,1,2,55,FOR SMOOTH SKIN AND GOOD FEEL ON THE EVENING PARTY TIME AND ATTRACTIVE WINE COLOR THEN RELAX TO PEACEFUL MIND,1,1,1,,89394513,French_English_short,0,0,0,0
43312.67954,43312.68226,0,140.198.103.91,100,234,1,43312.68226,R_10AZ1bPXmKbpCb2,,,,,33.43569946,-111.917099,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1280x1024,4,1,,3,,2,1,3,20,Looks classy and probably taste good,0,0,1,,99018964,English_English_long,1,0,0,1
43312.68116,43312.6825,0,76.183.187.227,100,115,1,43312.68251,R_1LCKasems1vNWbe,,,,,33.25419617,-96.68630219,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1440x900,4,1,,3,,3,2,4,60,It looks elegant and prestigious and seems to be liked by many people.,1,1,1,,75926069,English_German_short,1,0,1,0
43312.68053,43312.68396,0,73.215.54.67,100,296,1,43312.68396,R_2Sl8ViZb719oUdA,,,,,40.42930603,-74.42030334,anonymous,EN,1,Edge,17.17134,Windows NT 10.0,1280x720,5,1,,3,,2,1,3,14,Looks fine but don't know enough about it. Where in France? Top wine of the year? Most popular? Best tasting? Most affordable? According to who? Was 2010 a good year for wine from France?,0,0,0,,61435150,French_French_short,0,1,0,0
43312.68353,43312.68487,0,117.196.248.184,100,115,1,43312.68487,R_yxywbicAGwGHp97,,,,,12.98330688,77.58331299,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,5,1,,1,,2,1,2,55,FOR VERY SMOOTH TO SKIN AND FACE THEN ATTRACTIVE COLORS ON THE WINE THEN RELAX TO THE EVENING PARTY TIME,0,0,0,,98697690,French_English_long,0,0,0,1
43312.68417,43312.68525,0,75.184.112.42,100,93,1,43312.68525,R_AvZDsmoNAl6GqJz,,,,,44.05990601,-88.52780151,anonymous,EN,2,Chrome iPad,67.0.3396.87,iPad,768x1024,6,1,,3,,3,1,3,12.99,"Looks good, but not super high quality",0,0,0,,22521614,English_English_short,1,0,0,0
43312.68473,43312.68557,0,162.2.203.74,100,71,1,43312.68557,R_dhiMRxrFrCPlSTL,,,,,37.77349854,-122.278801,anonymous,EN,2,Firefox,61,Windows NT 10.0,1680x1050,5,1,,1,,3,1,3,20,average. standard,0,0,1,,42883925,English_French_long,1,1,0,1
43312.6849,43312.68615,0,96.235.137.246,100,108,1,43312.68616,R_2q7ZtcTygMOYKX1,,,,,39.82400513,-75.13179779,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,5,1,,3,,4,1,3,9,"The page is in French would might be intimidating but the label on the bottle looks very amateur, so I don't think it's a particularly fancy bottle. ",0,0,0,,33964442,French_French_long,0,1,0,1
43312.6863,43312.6878,0,61.2.32.137,100,130,1,43312.6878,R_3jcigqmdQ13seQ5,,,,,8.076095581,77.54830933,anonymous,EN,2,Edge,17.17134,Windows NT 10.0,1138x640,5,1,,2,,2,1,3,55,looking impressive.,0,0,0,,16867371,French_English_long,0,0,0,1
43312.68453,43312.68814,0,73.86.216.228,100,311,1,43312.68814,R_2tFmEKw0j2rEJvd,,,,,39.25810242,-77.87049866,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1536x864,5,1,,3,,3,1,3,15,This wine has a simple label. The flavors sound nice. It has good reviews (at least I think that's what the stars are for). A score of 92 out of 100 is pretty good and an indication that it will at least be decent.  It's made in the USA and is a 2010 vintage. ,0,0,1,,49656717,English_German_long,1,0,1,1
43312.68378,43312.6897,0,99.243.74.232,100,510,1,43312.6897,R_2t04LE1n9yMFNl8,,,,,43.66549683,-79.42040253,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,4,1,4,15,The branding in the bottle seems typical of Cabernet Sauvignon packaging. So I gave it that price impression. Wines for me are special by how they taste. I know looks are deceiving but there's nothing fancy with this wine's packaging so it must be not too pricey.,0,0,1,,13989657,French_German_short,0,0,1,0
43312.69025,43312.69096,0,70.48.124.87,100,61,1,43312.69097,R_2fJ2I9z7xutdDpg,,,,,45.5,-73.58329773,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,4,2,french,,"1,2",2,1,2,20,medium quality,0,0,1,,99694092,French_English_short,0,0,0,0
43312.69068,43312.69182,0,174.48.47.40,100,98,1,43312.69183,R_273ZktNpIzoVGPe,,,,,27.07749939,-80.25869751,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.3,1600x900,3,1,,3,,2,1,2,12,It looks like a good tasting economic wine,0,0,1,,61815176,French_German_short,0,0,1,0
43312.69057,43312.69188,0,115.42.121.106,100,112,1,43312.69188,R_1rw7DW2q3RtOvRu,,,,,16.41639709,120.5931091,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1280x720,4,1,,3,,2,1,3,30,IT LOOKS LIKE SOMETHING I WOULD TRY AND WOULD ENJOY. THE BRAND AND THE FRENCHNESS IS NICE TOO.,1,1,1,,20073886,French_French_short,0,1,0,0
43312.69016,43312.69233,0,170.135.176.108,100,186,1,43312.69233,R_2uIBec3rfjNQG2p,,,,,44.94439697,-93.09329987,anonymous,EN,2,MSIE,11,Windows NT 6.1,1440x900,3,1,,3,,3,1,4,7.99,pretty generic,0,0,1,,25997997,English_German_short,1,0,1,0
43312.69091,43312.69238,0,186.24.1.242,100,127,1,43312.6924,R_29nB5HPF64l413U,,,,,10.19999695,-64.69999695,anonymous,EN,1,Chrome,68.0.3440.75,Windows NT 10.0,1280x720,1,2,Spanish,,4,4,1,4,5,"Looks like a small house's wine. It might be good, but not really expensive",0,0,0,,13588720,English_English_short,1,0,0,0
43312.6908,43312.6925,0,70.94.241.59,100,147,1,43312.6925,R_vq70kJkz3927OiR,,,,,42.73399353,-87.82109833,anonymous,EN,2,Chrome,67.0.3396.87,Android 7.0,1280x800,6,1,,3,,3,2,4,25,"Packaging is good, but I do not care for red wine.",0,0,1,,33276559,English_French_short,1,1,0,0
43312.69237,43312.69285,0,173.80.180.79,100,41,1,43312.69286,R_3HiA3DH7Pin4dOn,,,,,38.36329651,-81.80889893,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,2,1,,3,,2,1,2,15,I like the bottle.,0,0,1,,35808604,French_German_long,0,0,1,1
43312.69182,43312.69322,0,73.92.119.229,100,120,1,43312.69322,R_sMDu3XUy3HK2G2d,,,,,37.30419922,-122.0946045,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1920x1080,6,1,,3,,5,,5,60,"It looks sleek and professional; I think the red foil contrasts the black of the bottle very well, and I think the label is cleanly designed.",1,1,1,,55871846,English_English_long,1,0,0,1
43312.69321,43312.69475,0,71.213.242.85,100,133,1,43312.69475,R_3F3QoNsg6TySYxk,,,,,40.81919861,-82.96910095,anonymous,EN,2,Firefox,60,Macintosh,1440x900,4,1,,3,,3,2,3,24,Seems like a decent wine since it has been aged 8 years and is from France.,0,0,0,,99224567,French_English_short,0,0,0,0
43312.69506,43312.69666,0,71.197.138.118,100,137,1,43312.69666,R_5nnVgNer28iqcN3,,,,,47.12780762,-122.2534027,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1536x864,5,1,,3,,3,1,3,33,"It looks like it's a little pricier, but on the lower end. Top wine of the year. ",0,1,1,,47625209,English_German_short,1,0,1,0
43312.69588,43312.69764,0,104.230.199.84,100,151,1,43312.69764,R_1rku1cIdnS1CdDZ,,,,,40.04190063,-82.96140289,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1600x900,1,1,,3,,3,2,4,25,That this is a good tasting wine with a great wine score,0,0,1,,79715044,French_English_long,0,0,0,1
43312.69807,43312.69929,0,88.106.98.194,100,105,1,43312.69929,R_uamG5LNl51rmPF7,,,,,53.78329468,-1.75,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1366x768,2,1,,2,,3,1,3,17.99,Looks like it could taste nice,0,0,1,,3947989,English_English_short,1,0,0,0
43312.69825,43312.70032,0,75.91.98.187,100,178,1,43312.70032,R_2qgw43NYdw6gaEX,,,,,30.26849365,-83.03009796,anonymous,EN,1,Firefox,61,Windows NT 10.0,1024x768,2,1,,3,,3,2,4,150,"I think its red wine, and it seems to be highly rated or regarded if I am correct.",1,1,1,,60925827,English_French_long,1,1,0,1
43312.70038,43312.70112,0,70.177.181.202,100,64,1,43312.70113,R_3kb75dVpNqJqC1e,,,,,33.76939392,-112.2481995,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1680x1050,5,1,,3,,2,2,2,20,seems like it would be a decent bottle of wine,0,0,1,,77725611,French_French_long,0,1,0,1
43312.70052,43312.70128,0,199.106.103.56,100,66,1,43312.70128,R_0kYyJMhbW3hjiJr,,,,,32.9954071,-117.0753021,anonymous,EN,1,Chrome,67.0.3396.99,Macintosh,1920x1080,6,1,,3,,2,1,3,30,"It looks very tasty and judging by its score and award as top wine of the year, I imagine it's a high quality drink.",0,1,1,,93691164,English_English_long,1,0,0,1
