StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Male,Q3_Browser,Q3_Version,Q3_Operating System,Q3_Resolution,Household_Income,English_as_primary,Primary_Language_Non_English,Other_Language_Spoken,Other_Language_Spoken(non_english_primary),Drink_Frequency,Cab_Preference,Purchase_Frequency,Guess_the_Cost,Comment,Purchase_50,Purchase_35,Purchase_20,Milk_Cost,MTurkCode,Track,US_Origin,French_Purchasing_Page,German_Purchasing_Page,Long_Description
7/31/2018 16:10,7/31/2018 16:12,0,76.188.232.204,100,162,1,7/31/2018 16:12,R_O8VwgBQGtrAdDRT,,,,,41.22920227,-80.42440033,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,3,,3,2,3,20,I don't understand the language and therefore can't give my impression without all the facts,0,0,1,,48645810,English_French_short,1,1,0,0
7/31/2018 16:10,7/31/2018 16:12,0,107.178.44.152,100,123,1,7/31/2018 16:12,R_3ErLBkgsf0K3TBY,,,,,37.30419922,-122.0946045,anonymous,EN,1,Chrome,30.0.1599.114,Linux x86_64,320x568,6,1,,3,,4,1,4,10,Looks good,0,0,0,,61484318,French_French_long,0,1,0,1
7/31/2018 16:08,7/31/2018 16:13,0,107.138.231.29,100,259,1,7/31/2018 16:13,R_pyiedrX4X4KTsiJ,,,,,33.30259705,-83.96910095,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,3,1,3,60,"Nicely presented, however, I can not read the label.",1,1,1,,13355872,English_German_long,1,0,1,1
7/31/2018 16:12,7/31/2018 16:13,0,68.55.219.37,100,68,1,7/31/2018 16:13,R_1DUri7zwaggTWYj,,,,,42.72569275,-84.63600159,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1600x900,3,1,,3,,3,2,3,30,This seems like a bland wine to me.,0,0,1,,11495313,English_German_long,1,0,1,1
7/31/2018 16:12,7/31/2018 16:13,0,73.156.152.29,100,57,1,7/31/2018 16:13,R_2zbXdKRLiw3ndVQ,,,,,26.62919617,-81.94319916,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 6.1,1536x864,2,1,,3,,5,,4,12,nice bottle,0,0,0,,29136078,French_French_short,0,1,0,0
7/31/2018 16:05,7/31/2018 16:13,0,49.205.149.222,100,481,1,7/31/2018 16:13,R_wTRNG4849WPNKgx,,,,,10.99249268,76.96139526,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,1,1,,3,,3,2,3,120,Best blend and unique ,1,1,1,,10048971,French_German_long,0,0,1,1
7/31/2018 16:12,7/31/2018 16:13,0,98.230.14.215,100,92,1,7/31/2018 16:13,R_xGgGkSW1KiWRoOJ,,,,,30.45629883,-84.35399628,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,4,1,4,22,probably a decent wine,0,1,1,,55906419,French_French_short,0,1,0,0
7/31/2018 16:14,7/31/2018 16:15,0,73.46.6.4,100,41,1,7/31/2018 16:15,R_3GpThEoeenPNB6s,,,,,26.08520508,-80.17539978,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,2,1,,3,,2,1,2,25,looks pretty good,0,1,1,,27750793,English_French_short,1,1,0,0
7/31/2018 16:14,7/31/2018 16:15,0,172.58.224.71,100,49,1,7/31/2018 16:15,R_1gI5V0LFY2Jy1PU,,,,,40.8690033,-73.90229797,anonymous,EN,2,Chrome,59.0.3071.125,Android 8.0.0,412x846,6,1,,3,,2,1,3,60,well blended ,1,1,1,,43217687,English_French_long,1,1,0,1
7/31/2018 16:14,7/31/2018 16:16,0,99.245.9.158,100,65,1,7/31/2018 16:16,R_2EE2vuJStBjoCHN,,,,,45.46769714,-75.53990173,anonymous,EN,2,Safari,11.0.3,Macintosh,1440x900,6,1,,1,,3,1,3,20,"Looks good, the label is plain",0,0,1,,86633282,English_German_short,1,0,1,0
7/31/2018 16:14,7/31/2018 16:16,0,209.129.155.253,100,111,1,7/31/2018 16:16,R_QcrpId9DAHPggq5,,,,,37.62930298,-122.1163025,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1440x900,6,1,,3,,3,1,3,25,"a good wine to have regularly, nothing too fancy. date is still a little young but would be great for dinner.",1,1,1,,19165264,French_English_short,0,0,0,0
7/31/2018 16:14,7/31/2018 16:16,0,199.241.148.48,100,118,1,7/31/2018 16:16,R_2RWlixdQl4fC0xf,,,,,37.32440186,-114.5391006,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1280x720,4,1,,3,,2,1,3,30,It looks like a great wine and I'd love to try it.  ,1,1,1,,91619818,English_French_short,1,1,0,0
7/31/2018 16:15,7/31/2018 16:16,0,71.208.96.44,100,87,1,7/31/2018 16:16,R_3IWC1FnUgCDYfUQ,,,,,26.90550232,-82.03399658,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1280x1024,2,1,,3,,1,1,3,13.99,GOOD,1,1,1,,13842220,French_German_long,0,0,1,1
7/31/2018 16:11,7/31/2018 16:17,0,75.132.192.254,100,340,1,7/31/2018 16:17,R_VWh7PbS5QcCbBAd,,,,,38.69180298,-89.9910965,anonymous,EN,2,Firefox,55,Macintosh,1280x800,4,1,,3,,2,1,2,24.99,I like the mocha and cherry spice aromatics.,0,0,1,,24332204,French_English_long,0,0,0,1
7/31/2018 16:16,7/31/2018 16:18,0,173.219.64.125,100,76,1,7/31/2018 16:18,R_25ZQs8hWoxQ7UBP,,,,,30.13459778,-93.27300262,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.1,1280x1024,4,1,,3,,5,,4,42,It is a fine wine with a rich taste.,1,1,1,,91391248,French_German_short,0,0,1,0
7/31/2018 16:16,7/31/2018 16:18,0,66.230.104.204,100,141,1,7/31/2018 16:18,R_1rwCfUyEwJBfvV3,,,,,61.16369629,-149.9916992,anonymous,EN,2,Chrome,66.0.3359.139,Windows NT 10.0,1235x823,4,1,,3,,4,1,4,60,"I think it looks pretty typical of what I'd see at my local liquor store. Higher end, but hardly 'expensive'. The bottle is classic and classy. ",1,1,1,,50689621,French_French_long,0,1,0,1
7/31/2018 16:08,7/31/2018 16:18,0,117.217.214.68,100,631,1,7/31/2018 16:18,R_322Yaz3hFheo0nP,,,,,8.193893433,77.43139648,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1366x768,5,1,,1,,2,1,2,55,for shinning to the skin and nice feel on the evening time then feeling peaceful and attractive colors,0,0,0,,66107362,French_German_long,0,0,1,1
7/31/2018 16:18,7/31/2018 16:19,0,99.203.1.66,100,59,1,7/31/2018 16:19,R_1i86qgrCSPDidK4,,,,,41.70730591,-83.54299927,anonymous,EN,2,Safari iPhone,11,iPhone,320x568,2,1,,3,,4,1,4,90,"It looks really good, and somewhat fancy. I would definitely try it. ",1,1,1,,25961649,English_English_short,1,0,0,0
7/31/2018 16:18,7/31/2018 16:20,0,70.189.167.20,100,133,1,7/31/2018 16:20,R_bsfkUZDFqb6k385,,,,,36.11129761,-115.2790985,anonymous,EN,1,Firefox,61,Windows NT 10.0,1920x1080,5,1,,3,,3,1,3,49,Sounds good.  92 out of 100 seems like a good score.,0,1,1,,58847859,English_English_long,1,0,0,1
7/31/2018 16:19,7/31/2018 16:20,0,12.119.94.114,100,52,1,7/31/2018 16:20,R_eqWSL9c5pYuzCUN,,,,,25.95840454,-80.14230347,anonymous,EN,1,Chrome,67.0.3396.87,Android 5.1.1,600x1024,1,1,,3,,1,2,1,15,it's okay,0,0,1,,42519594,French_French_long,0,1,0,1
7/31/2018 16:18,7/31/2018 16:20,0,199.241.146.239,100,128,1,7/31/2018 16:20,R_3rS60iPElXTwBUy,,,,,34.04859924,-118.4423981,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,3,1,,3,,2,1,2,79,A premium french wine product with a unique taste for talented people like me. It looks very good and for special occasions ,1,1,1,,11327725,French_German_long,0,0,1,1
7/31/2018 16:19,7/31/2018 16:21,0,107.77.234.224,100,164,1,7/31/2018 16:21,R_3jYBGNCaVaW48d1,,,,,33.74899292,-84.38800049,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,2,1,,3,,3,1,3,40,The rating is great and was made in the US. I think it would be a great local wine.,1,1,1,,94518686,English_German_long,1,0,1,1
7/31/2018 16:20,7/31/2018 16:22,0,117.196.248.184,100,117,1,7/31/2018 16:22,R_1OHo0ncKN1pgubH,,,,,12.98330688,77.58331299,anonymous,EN,2,Chrome,68.0.3440.75,Windows NT 10.0,1366x768,5,1,,1,,2,1,2,55,FOR SMOOTH SKIN AND GOOD FEEL ON THE EVENING PARTY TIME AND ATTRACTIVE WINE COLOR THEN RELAX TO PEACEFUL MIND,1,1,1,,89394513,French_English_short,0,0,0,0
7/31/2018 16:18,7/31/2018 16:22,0,140.198.103.91,100,234,1,7/31/2018 16:22,R_10AZ1bPXmKbpCb2,,,,,33.43569946,-111.917099,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1280x1024,4,1,,3,,2,1,3,20,Looks classy and probably taste good,0,0,1,,99018964,English_English_long,1,0,0,1
7/31/2018 16:20,7/31/2018 16:22,0,76.183.187.227,100,115,1,7/31/2018 16:22,R_1LCKasems1vNWbe,,,,,33.25419617,-96.68630219,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1440x900,4,1,,3,,3,2,4,60,It looks elegant and prestigious and seems to be liked by many people.,1,1,1,,75926069,English_German_short,1,0,1,0
7/31/2018 16:19,7/31/2018 16:24,0,73.215.54.67,100,296,1,7/31/2018 16:24,R_2Sl8ViZb719oUdA,,,,,40.42930603,-74.42030334,anonymous,EN,1,Edge,17.17134,Windows NT 10.0,1280x720,5,1,,3,,2,1,3,14,Looks fine but don't know enough about it. Where in France? Top wine of the year? Most popular? Best tasting? Most affordable? According to who? Was 2010 a good year for wine from France?,0,0,0,,61435150,French_French_short,0,1,0,0
7/31/2018 16:24,7/31/2018 16:26,0,117.196.248.184,100,115,1,7/31/2018 16:26,R_yxywbicAGwGHp97,,,,,12.98330688,77.58331299,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,5,1,,1,,2,1,2,55,FOR VERY SMOOTH TO SKIN AND FACE THEN ATTRACTIVE COLORS ON THE WINE THEN RELAX TO THE EVENING PARTY TIME,0,0,0,,98697690,French_English_long,0,0,0,1
7/31/2018 16:25,7/31/2018 16:26,0,75.184.112.42,100,93,1,7/31/2018 16:26,R_AvZDsmoNAl6GqJz,,,,,44.05990601,-88.52780151,anonymous,EN,2,Chrome iPad,67.0.3396.87,iPad,768x1024,6,1,,3,,3,1,3,12.99,"Looks good, but not super high quality",0,0,0,,22521614,English_English_short,1,0,0,0
7/31/2018 16:26,7/31/2018 16:27,0,162.2.203.74,100,71,1,7/31/2018 16:27,R_dhiMRxrFrCPlSTL,,,,,37.77349854,-122.278801,anonymous,EN,2,Firefox,61,Windows NT 10.0,1680x1050,5,1,,1,,3,1,3,20,average. standard,0,0,1,,42883925,English_French_long,1,1,0,1
7/31/2018 16:26,7/31/2018 16:28,0,96.235.137.246,100,108,1,7/31/2018 16:28,R_2q7ZtcTygMOYKX1,,,,,39.82400513,-75.13179779,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,5,1,,3,,4,1,3,9,"The page is in French would might be intimidating but the label on the bottle looks very amateur, so I don't think it's a particularly fancy bottle. ",0,0,0,,33964442,French_French_long,0,1,0,1
7/31/2018 16:28,7/31/2018 16:30,0,61.2.32.137,100,130,1,7/31/2018 16:30,R_3jcigqmdQ13seQ5,,,,,8.076095581,77.54830933,anonymous,EN,2,Edge,17.17134,Windows NT 10.0,1138x640,5,1,,2,,2,1,3,55,looking impressive.,0,0,0,,16867371,French_English_long,0,0,0,1
7/31/2018 16:25,7/31/2018 16:30,0,73.86.216.228,100,311,1,7/31/2018 16:30,R_2tFmEKw0j2rEJvd,,,,,39.25810242,-77.87049866,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1536x864,5,1,,3,,3,1,3,15,This wine has a simple label. The flavors sound nice. It has good reviews (at least I think that's what the stars are for). A score of 92 out of 100 is pretty good and an indication that it will at least be decent.  It's made in the USA and is a 2010 vintage. ,0,0,1,,49656717,English_German_long,1,0,1,1
7/31/2018 16:24,7/31/2018 16:33,0,99.243.74.232,100,510,1,7/31/2018 16:33,R_2t04LE1n9yMFNl8,,,,,43.66549683,-79.42040253,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1366x768,3,1,,3,,4,1,4,15,The branding in the bottle seems typical of Cabernet Sauvignon packaging. So I gave it that price impression. Wines for me are special by how they taste. I know looks are deceiving but there's nothing fancy with this wine's packaging so it must be not too pricey.,0,0,1,,13989657,French_German_short,0,0,1,0
7/31/2018 16:33,7/31/2018 16:34,0,70.48.124.87,100,61,1,7/31/2018 16:35,R_2fJ2I9z7xutdDpg,,,,,45.5,-73.58329773,anonymous,EN,2,Firefox,61,Windows NT 10.0,1366x768,4,2,french,,"1,2",2,1,2,20,medium quality,0,0,1,,99694092,French_English_short,0,0,0,0
7/31/2018 16:34,7/31/2018 16:36,0,174.48.47.40,100,98,1,7/31/2018 16:36,R_273ZktNpIzoVGPe,,,,,27.07749939,-80.25869751,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 6.3,1600x900,3,1,,3,,2,1,2,12,It looks like a good tasting economic wine,0,0,1,,61815176,French_German_short,0,0,1,0
7/31/2018 16:34,7/31/2018 16:36,0,115.42.121.106,100,112,1,7/31/2018 16:36,R_1rw7DW2q3RtOvRu,,,,,16.41639709,120.5931091,anonymous,EN,1,Chrome,67.0.3396.99,Windows NT 10.0,1280x720,4,1,,3,,2,1,3,30,IT LOOKS LIKE SOMETHING I WOULD TRY AND WOULD ENJOY. THE BRAND AND THE FRENCHNESS IS NICE TOO.,1,1,1,,20073886,French_French_short,0,1,0,0
7/31/2018 16:33,7/31/2018 16:36,0,170.135.176.108,100,186,1,7/31/2018 16:36,R_2uIBec3rfjNQG2p,,,,,44.94439697,-93.09329987,anonymous,EN,2,MSIE,11,Windows NT 6.1,1440x900,3,1,,3,,3,1,4,7.99,pretty generic,0,0,1,,25997997,English_German_short,1,0,1,0
7/31/2018 16:34,7/31/2018 16:37,0,186.24.1.242,100,127,1,7/31/2018 16:37,R_29nB5HPF64l413U,,,,,10.19999695,-64.69999695,anonymous,EN,1,Chrome,68.0.3440.75,Windows NT 10.0,1280x720,1,2,Spanish,,4,4,1,4,5,"Looks like a small house's wine. It might be good, but not really expensive",0,0,0,,13588720,English_English_short,1,0,0,0
7/31/2018 16:34,7/31/2018 16:37,0,70.94.241.59,100,147,1,7/31/2018 16:37,R_vq70kJkz3927OiR,,,,,42.73399353,-87.82109833,anonymous,EN,2,Chrome,67.0.3396.87,Android 7.0,1280x800,6,1,,3,,3,2,4,25,"Packaging is good, but I do not care for red wine.",0,0,1,,33276559,English_French_short,1,1,0,0
7/31/2018 16:37,7/31/2018 16:37,0,173.80.180.79,100,41,1,7/31/2018 16:37,R_3HiA3DH7Pin4dOn,,,,,38.36329651,-81.80889893,anonymous,EN,2,Chrome,67.0.3396.99,Windows NT 10.0,1920x1080,2,1,,3,,2,1,2,15,I like the bottle.,0,0,1,,35808604,French_German_long,0,0,1,1
7/31/2018 16:36,7/31/2018 16:38,0,73.92.119.229,100,120,1,7/31/2018 16:38,R_sMDu3XUy3HK2G2d,,,,,37.30419922,-122.0946045,anonymous,EN,2,Chrome,67.0.3396.99,Macintosh,1920x1080,6,1,,3,,5,,5,60,"It looks sleek and professional; I think the red foil contrasts the black of the bottle very well, and I think the label is cleanly designed.",1,1,1,,55871846,English_English_long,1,0,0,1
7/31/2018 16:38,7/31/2018 16:40,0,71.213.242.85,100,133,1,7/31/2018 16:40,R_3F3QoNsg6TySYxk,,,,,40.81919861,-82.96910095,anonymous,EN,2,Firefox,60,Macintosh,1440x900,4,1,,3,,3,2,3,24,Seems like a decent wine since it has been aged 8 years and is from France.,0,0,0,,99224567,French_English_short,0,0,0,0
